,species,family,name,region,part,source
978,Picrasma excelsa,Simaroubaceae,bitterwood,West Indies,wood,van_wyk_culinary_2014
979,Picrasma excelsa,Simaroubaceae,Jamaica quassia,West Indies,wood,van_wyk_culinary_2014
980,Picrasma excelsa,Simaroubaceae,quassia wood,West Indies,wood,van_wyk_culinary_2014
981,Picrasma quassioides,Simaroubaceae,bitterwood,E As,wood,van_wyk_culinary_2014
982,Picrasma quassioides,Simaroubaceae,quassia wood,E As,wood,van_wyk_culinary_2014
983,Pimenta dioica,Myrtaceae,allspice,C Am; West Indies,fruit,van_wyk_culinary_2014
984,Pimenta dioica,Myrtaceae,pimento,C Am; West Indies,fruit,van_wyk_culinary_2014
985,Pimenta dioica,Myrtaceae,Jamaican pepper,C Am; West Indies,fruit,van_wyk_culinary_2014
986,Pimenta racemosa,Myrtaceae,bay rum,Trop Am,fruit,van_wyk_culinary_2014
987,Pimpinella anisum,Apiaceae,anise,Med; W As,fruit,van_wyk_culinary_2014
988,Pimpinella anisum,Apiaceae,aniseed,Med; W As,fruit,van_wyk_culinary_2014
989,Pimpinella major,Apiaceae,greater burnet saxifrage,Eur,root,van_wyk_culinary_2014
990,Pimpinella saxifraga,Apiaceae,burnet saxifrage,Eur,root,van_wyk_culinary_2014
991,Pimpinella saxifraga,Apiaceae,garden burnet,Eur,root,van_wyk_culinary_2014
992,Pinus cembra,Pinaceae,Siberian pine nuts,Eur; As,seed,van_wyk_culinary_2014
993,Pinus cembroides,Pinaceae,Mexican pine nuts,N Am,seed,van_wyk_culinary_2014
994,Pinus cembroides,Pinaceae,Mexican piñon,N Am,seed,van_wyk_culinary_2014
995,Pinus edulis,Pinaceae,piñon,N Am,seed,van_wyk_culinary_2014
996,Pinus koraiensis,Pinaceae,Korean pine nuts,As,seed,van_wyk_culinary_2014
997,Pinus pinea,Pinaceae,pine nuts,Med,seed,van_wyk_culinary_2014
998,Pinus pinea,Pinaceae,pine seeds,Med,seed,van_wyk_culinary_2014
999,Pinus pinea,Pinaceae,pignoles,Med,seed,van_wyk_culinary_2014
1000,Piper aduncum,Piperaceae,matico,C Am; S Am,fruit,van_wyk_culinary_2014
1001,Piper aduncum,Piperaceae,big pepper,C Am; S Am,fruit,van_wyk_culinary_2014
1002,Piper aduncum,Piperaceae,Spanish elder,C Am; S Am,fruit,van_wyk_culinary_2014
1003,Piper aduncum,Piperaceae,spiked pepper,C Am; S Am,fruit,van_wyk_culinary_2014
1004,Piper auritum,Piperaceae,Mexican pepperleaf,C Am,leaf,van_wyk_culinary_2014
1005,Piper auritum,Piperaceae,alajan pepper,C Am,leaf,van_wyk_culinary_2014
1006,Piper baccatum,Piperaceae,climbing pepper of Java,SE As,fruit; leaf,van_wyk_culinary_2014
1007,Piper borbonense,Piperaceae,Madagascar pepper,Afr (Madag),fruit,van_wyk_culinary_2014
1008,Piper borbonense,Piperaceae,poivre sauvage,Afr (Madag),fruit,van_wyk_culinary_2014
1009,Piper borbonense,Piperaceae,cubebe du pays,Afr (Madag),fruit,van_wyk_culinary_2014
1010,Piper borbonense,Piperaceae,betel marron,Afr (Madag),fruit,van_wyk_culinary_2014
1011,Piper capense,Piperaceae,Cape pepper,E Afr,fruit,van_wyk_culinary_2014
1012,Piper clusii,Piperaceae,West African black pepper,W Afr,fruit,van_wyk_culinary_2014
1013,Piper clusii,Piperaceae,African cubebs,W Afr,fruit,van_wyk_culinary_2014
1014,Piper cubeba,Piperaceae,cubeb pepper,Indonesia,unripe fruit,van_wyk_culinary_2014
1015,Piper cubeba,Piperaceae,tailed pepper,Indonesia,unripe fruit,van_wyk_culinary_2014
1016,Piper cubeba,Piperaceae,Java pepper,Indonesia,unripe fruit,van_wyk_culinary_2014
1017,Piper guineense,Piperaceae,West African pepper,Trop Afr,fruit,van_wyk_culinary_2014
1018,Piper guineense,Piperaceae,Ashanti pepper,Trop Afr,fruit,van_wyk_culinary_2014
1019,Piper guineense,Piperaceae,Benin pepper,Trop Afr,fruit,van_wyk_culinary_2014
1020,Piper lolot,Piperaceae,lolot pepper,SE As,leaf,van_wyk_culinary_2014
1021,Piper lolot,Piperaceae,Vietnamese pepper,SE As,leaf,van_wyk_culinary_2014
1022,Piper longum,Piperaceae,Indian long pepper,Trop E Himal,fruit,van_wyk_culinary_2014
1023,Piper longum,Piperaceae,pippali,Trop E Himal,fruit,van_wyk_culinary_2014
1024,Piper longum,Piperaceae,pipalli,Trop E Himal,fruit,van_wyk_culinary_2014
1025,Piper nigrum,Piperaceae,pepper,S Ind; Sri Lanka,fruit; unripe fruit,van_wyk_culinary_2014
1026,Piper nigrum,Piperaceae,black pepper,S Ind; Sri Lanka,fruit; unripe fruit,van_wyk_culinary_2014
1027,Piper retrofractum,Piperaceae,Balinese long pepper,SE As,fruit,van_wyk_culinary_2014
1028,Piper retrofractum,Piperaceae,Javanese long pepper,SE As,fruit,van_wyk_culinary_2014
1029,Piper saigonense,Piperaceae,Saigon pepper,SE As,fruit,van_wyk_culinary_2014
1030,Piper sanctum,Piperaceae,acoyo,C Am,herb,van_wyk_culinary_2014
1031,Piper sanctum,Piperaceae,acuyo,C Am,herb,van_wyk_culinary_2014
1032,Piper sanctum,Piperaceae,cordonillo,C Am,herb,van_wyk_culinary_2014
1033,Piper sanctum,Piperaceae,xihuitl,C Am,herb,van_wyk_culinary_2014
1034,Piper sarmentosum,Piperaceae,wild pepper,Indomal,fruit; leaf,van_wyk_culinary_2014
1035,Piper umbellatum,Piperaceae,shrubby pepper,Trop Am,fruit; stem,van_wyk_culinary_2014
1036,Pistacia lentiscus,Anacardiaceae,mastic,Med,resin,van_wyk_culinary_2014
1037,Pistacia lentiscus,Anacardiaceae,masticha,Med,resin,van_wyk_culinary_2014
1038,Pistacia lentiscus,Anacardiaceae,mistki Chios mastic,Med,resin,van_wyk_culinary_2014
1039,Pistacia lentiscus,Anacardiaceae,lentisc,Med,resin,van_wyk_culinary_2014
1040,Pistacia terebinthus,Anacardiaceae,terebinth,Med,resin,van_wyk_culinary_2014
1041,Pistacia vera,Anacardiaceae,pistachio,W As,seed,van_wyk_culinary_2014
1042,Pithecellobium dulce,Leguminosae,Manila tamarind,C Am,fruit; seed,van_wyk_culinary_2014
1043,Plectranthus amboinicus,Lamiaceae,Indian borage,E Afr,fresh leaf,van_wyk_culinary_2014
1044,Plectranthus amboinicus,Lamiaceae,Cuban oregano,E Afr,fresh leaf,van_wyk_culinary_2014
1045,Plectranthus amboinicus,Lamiaceae,Spanish sage,E Afr,fresh leaf,van_wyk_culinary_2014
1046,Pluchea indica,Asteraceae,Indian fleabane,Indomal,leaf,van_wyk_culinary_2014
1047,Pluchea indica,Asteraceae,Indian pluchea,Indomal,leaf,van_wyk_culinary_2014
1048,Pogostemon cablin,Lamiaceae,patchouli,Indomal,leaf,van_wyk_culinary_2014
1049,Pogostemon cablin,Lamiaceae,patchouly,Indomal,leaf,van_wyk_culinary_2014
1050,Pogostemon indicus (=P. heyneanus),Lamiaceae,Indian patchouli,Indomal,leaf,van_wyk_culinary_2014
1051,Populus balsamifera,Salicaceae,balsam poplar,N Am; Temp As,leaf bud ,van_wyk_culinary_2014
1052,Populus balsamifera,Salicaceae,hackmatack,N Am; Temp As,leaf bud ,van_wyk_culinary_2014
1053,Populus balsamifera,Salicaceae,tacamahaca poplar,N Am; Temp As,leaf bud ,van_wyk_culinary_2014
1054,Populus nigra,Salicaceae,black poplar,Euras,leaf bud ,van_wyk_culinary_2014
1055,Populus nigra,Salicaceae,Lombardy poplar,Euras,leaf bud ,van_wyk_culinary_2014
1056,Porophyllum ruderale,Asteraceae,quillquina,C Am; S Am,fresh leaves,van_wyk_culinary_2014
1057,Porophyllum ruderale,Asteraceae,killi,C Am; S Am,fresh leaves,van_wyk_culinary_2014
1058,Portulaca oleracea,Portulacaceae,purslane,W As,leaf,van_wyk_culinary_2014
1059,Portulaca quadrifida,Portulacaceae,single-flowered purslane,S Eur,herb,van_wyk_culinary_2014
1060,Portulaca quadrifida,Portulacaceae,wild purslane,S Eur,herb,van_wyk_culinary_2014
1061,Potentilla erecta,Rosaceae,tormentill,Eur; As,rhizome,van_wyk_culinary_2014
1062,Potentilla erecta,Rosaceae,bloodroot,Eur; As,rhizome,van_wyk_culinary_2014
1063,Prostanthera rotundifolia,Lamiaceae,Australian mint bush,Aus,herb,van_wyk_culinary_2014
1064,Prostanthera rotundifolia,Lamiaceae,round-leaved mint bush,Aus,herb,van_wyk_culinary_2014
1065,Prunus dulcis (=P. amygdalis),Rosaceae,almond,W As,seed,van_wyk_culinary_2014
1066,Prunus laurocerasus,Rosaceae,cherry laurel,Eur; W As,fresh leaf,van_wyk_culinary_2014
1067,Prunus laurocerasus,Rosaceae,laurel,Eur; W As,fresh leaf,van_wyk_culinary_2014
1068,Prunus mahaleb,Rosaceae,mahaleb,Eur; As,fruit; leaf; seed,van_wyk_culinary_2014
1069,Prunus mahaleb,Rosaceae,mahaleb cherry,Eur; As,fruit; leaf; seed,van_wyk_culinary_2014
1070,Prunus mahaleb,Rosaceae,St Lucie cherry,Eur; As,fruit; leaf; seed,van_wyk_culinary_2014
1071,Prunus serotina,Rosaceae,American bird cherry,E & N Am,leaf,van_wyk_culinary_2014
1072,Prunus serotina,Rosaceae,black cherry,E & N Am,leaf,van_wyk_culinary_2014
1073,Prunus serotina,Rosaceae,rum cherry,E & N Am,leaf,van_wyk_culinary_2014
1074,Punica granatum,Punicaceae,pomegranate,Eur; W As,seeds,van_wyk_culinary_2014
1075,Punica granatum,Punicaceae,anardana,Eur; W As,seeds,van_wyk_culinary_2014
1076,Pycnanthemum pilosum,Lamiaceae,hairy mountain mint,N Am,leaf; herb,van_wyk_culinary_2014
1077,Pycnanthemum virginianum,Lamiaceae,Virginia mountain mint,N Am,leaf,van_wyk_culinary_2014
1078,Pycnanthemum virginianum,Lamiaceae,Virginia thyme,N Am,leaf,van_wyk_culinary_2014
1079,Pycnanthus angolensis,Myristicaceae,African nutmeg,Trop Afr,seed,van_wyk_culinary_2014
1080,Pycnanthus angolensis,Myristicaceae,Angolan nutmeg,Trop Afr,seed,van_wyk_culinary_2014
1081,Pycnanthus angolensis,Myristicaceae,false nutmeg,Trop Afr,seed,van_wyk_culinary_2014
1082,Quararibea fieldii,Malvaceae,saha,Trop Am,flower,van_wyk_culinary_2014
1083,Quararibea funebris,Malvaceae,chocolate flower,Mex,flower,van_wyk_culinary_2014
1084,Quararibea turbinata,Malvaceae,swizzlestick tree,Trop Am,twigs,van_wyk_culinary_2014
1085,Quassia amara,Simaroubaceae,bitterwood,Braz,wood,van_wyk_culinary_2014
1086,Quassia amara,Simaroubaceae,Jamaica wood,Braz,wood,van_wyk_culinary_2014
1087,Quassia amara,Simaroubaceae,quassia wood,Braz,wood,van_wyk_culinary_2014
1088,Quassia amara,Simaroubaceae,Surinam quassia,Braz,wood,van_wyk_culinary_2014
1089,Quassia excelsa,Simaroubaceae,Jamaica wood,Trop Am,wood,van_wyk_culinary_2014
1090,Raphanus sativus,Brassicaceae,radish,cultivated (W As?),root,van_wyk_culinary_2014
1091,Ravensara aromatica (Cryptocarya sp.),Lauraceae,clove nutmeg,Madag,bark; leaf; seed,van_wyk_culinary_2014
1092,Ravensara aromatica (Cryptocarya sp.),Lauraceae,Madagascar clove,Madag,bark; leaf; seed,van_wyk_culinary_2014
1093,Ravensara aromatica (Cryptocarya sp.),Lauraceae,Madagascar nutmeg,Madag,bark; leaf; seed,van_wyk_culinary_2014
1094,Renanthera moluccana,Orchidaceae,anggrek merah,Indomal,young leaf,van_wyk_culinary_2014
1095,Renanthera moluccana,Orchidaceae,bunga karang,Indomal,young leaf,van_wyk_culinary_2014
1096,Renealmia alpinia,Zingiberaceae,mountain renealmia,Mex,leaf; aril,van_wyk_culinary_2014
1097,Reseda odorata,Resedaceae,mignonette,N Afr,flower,van_wyk_culinary_2014
1098,Reseda odorata,Resedaceae,sweet mignonette,N Afr,flower,van_wyk_culinary_2014
1099,Reseda odorata,Resedaceae,sweet reseda,N Afr,flower,van_wyk_culinary_2014
1100,Rhamnus prinoides,Rhamnaceae,geisho,Afr,herb,van_wyk_culinary_2014
1101,Rhamnus prinoides,Rhamnaceae,gesho,Afr,herb,van_wyk_culinary_2014
1102,Rhaphidophora lobbii,Araceae,akar asam tebing paya,Pac,leaf,van_wyk_culinary_2014
1103,Rheum rhabarbarum (R. ×hybridum),Polygonaceae,rhubarb,Eur?,petiole,van_wyk_culinary_2014
1104,Rheum rhabarbarum (R. ×hybridum),Polygonaceae,garden rhubarb,Eur?,petiole,van_wyk_culinary_2014
1105,Rheum rhaponticum (R. ×cultorum),Polygonaceae,rhapontic rhubarb,Eur?,petiole,van_wyk_culinary_2014
1106,Rhododendron tomentosum (=Ledum palustre),Ericaceae,marsh tea,Eur; As; N Am,leaf,van_wyk_culinary_2014
1107,Rhododendron tomentosum (=Ledum palustre),Ericaceae,marsh rosemary,Eur; As; N Am,leaf,van_wyk_culinary_2014
1108,Rhus aromatica,Anacardiaceae,fragrant sumach,Eastern N Am,fruit,van_wyk_culinary_2014
1109,Rhus aromatica,Anacardiaceae,lemon sumach,Eastern N Am,fruit,van_wyk_culinary_2014
1110,Rhus aromatica,Anacardiaceae,skunkbush,Eastern N Am,fruit,van_wyk_culinary_2014
1111,Rhus aromatica,Anacardiaceae,polecat bush,Eastern N Am,fruit,van_wyk_culinary_2014
1112,Rhus aromatica,Anacardiaceae,Sicilian sumac,Eastern N Am,fruit,van_wyk_culinary_2014
1113,Rhus coriaria,Anacardiaceae,sumac,S Eur,fruit,van_wyk_culinary_2014
1114,Rhus coriaria,Anacardiaceae,sumach,S Eur,fruit,van_wyk_culinary_2014
1115,Rhus coriaria,Anacardiaceae,spice sumac,S Eur,fruit,van_wyk_culinary_2014
1116,Ribes divaricatum,Grossulariaceae,Worcesterberry,N Am,fruit,van_wyk_culinary_2014
1117,Ribes ×nidigrolaria,Grossulariaceae,jostaberry,Eur,fruit,van_wyk_culinary_2014
1118,Ribes nigrum,Grossulariaceae,blackcurrant,Eur; As,fruit,van_wyk_culinary_2014
1119,Ribes nigrum,Grossulariaceae,black currant,Eur; As,fruit,van_wyk_culinary_2014
1120,Ribes rubrum,Grossulariaceae,redcurrant,Eur; As,fruit,van_wyk_culinary_2014
1121,Ribes uva-crispa,Grossulariaceae,gooseberry,Eur,fruit,van_wyk_culinary_2014
1122,Ricinodendron heudelotii,Euphorbiaceae,African nut,Trop Afr,seed,van_wyk_culinary_2014
1123,Rosa ×centifolia,Rosaceae,cabbage rose,Eur,petals,van_wyk_culinary_2014
1124,Rosa ×centifolia,Rosaceae,Holland rose,Eur,petals,van_wyk_culinary_2014
1125,Rosa ×centifolia,Rosaceae,Provence rose,Eur,petals,van_wyk_culinary_2014
1126,Rosa chinensis,Rosaceae,China rose,China,petals,van_wyk_culinary_2014
1127,Rosa chinensis,Rosaceae,Bengal rose,China,petals,van_wyk_culinary_2014
1128,Rosa ×damascena,Rosaceae,damask rose,SW Eur; W As,petals,van_wyk_culinary_2014
1129,Rosa ×damascena,Rosaceae,Portland rose,SW Eur; W As,petals,van_wyk_culinary_2014
1130,Rosa ×damascena,Rosaceae,pink damask rose,SW Eur; W As,petals,van_wyk_culinary_2014
1131,Rosa ×damascena,Rosaceae,Bulgarian rose,SW Eur; W As,petals,van_wyk_culinary_2014
1132,Rosa gallica,Rosaceae,French rose,Eur; W As,petals,van_wyk_culinary_2014
1133,Rosa moschata,Rosaceae,musk rose,W Himal,petals,van_wyk_culinary_2014
1134,Rosa ×odorata,Rosaceae,tea-scented rose,cultivated,petals,van_wyk_culinary_2014
1135,Rosa rugosa,Rosaceae,Japanese rose,E As,petals,van_wyk_culinary_2014
1136,Rosmarinus officinalis,Lamiaceae,rosemary,S & N Eur,leaf; herb,van_wyk_culinary_2014
1137,Rumex acetosa,Polygonaceae,sorrel,Eur; As,fresh leaf,van_wyk_culinary_2014
1138,Rumex acetosa,Polygonaceae,common sorrel,Eur; As,fresh leaf,van_wyk_culinary_2014
1139,Rumex acetosa,Polygonaceae,garden sorrel,Eur; As,fresh leaf,van_wyk_culinary_2014
1140,Rumex acetosella,Polygonaceae,sheep sorrel,N Temp,fresh lea,van_wyk_culinary_2014
1141,Rumex hastatus,Polygonaceae,speared sorrel,E As,leaf,van_wyk_culinary_2014
1142,Rumex sanguineus,Polygonaceae,red-veined sorrel,cultivated,leaf,van_wyk_culinary_2014
1143,Rumex scutatus,Polygonaceae,French sorrel,Eur; As,leaf,van_wyk_culinary_2014
1144,Rumex scutatus,Polygonaceae,buckler-leaved sorrel,Eur; As,leaf,van_wyk_culinary_2014
1145,Rumex vesicarius,Polygonaceae,bladder dock,S Eur; W As; N Afr,leaf,van_wyk_culinary_2014
1146,Ruta chalepensis,Rutaceae,fringed rue,Med,herb,van_wyk_culinary_2014
1147,Ruta chalepensis,Rutaceae,Egyptian rue,Med,herb,van_wyk_culinary_2014
1148,Ruta chalepensis,Rutaceae,Syrian rue,Med,herb,van_wyk_culinary_2014
1149,Ruta chalepensis,Rutaceae,Aleppo rue,Med,herb,van_wyk_culinary_2014
1150,Ruta graveolens,Rutaceae,rue,Eur,leaf; herb,van_wyk_culinary_2014
1151,Ruta graveolens,Rutaceae,common rue,Eur,leaf; herb,van_wyk_culinary_2014
1152,Ruta graveolens,Rutaceae,herb of grace,Eur,leaf; herb,van_wyk_culinary_2014
1153,Salvia elegans (=S. rutilans),Lamiaceae,pineapple sage,C Am,leaf; herb,van_wyk_culinary_2014
1154,Salvia elegans (=S. rutilans),Lamiaceae,pineapple-scented sage,C Am,leaf; herb,van_wyk_culinary_2014
1155,Salvia fruticosa,Lamiaceae,Greek sage,E Med,leaf,van_wyk_culinary_2014
1156,Salvia fruticosa,Lamiaceae,Turkish sage,E Med,leaf,van_wyk_culinary_2014
1157,Salvia hispanica,Lamiaceae,chia,C Mex,seed; herb,van_wyk_culinary_2014
1158,Salvia lavandulifolia,Lamiaceae,Spanish sage,S Eur,leaf,van_wyk_culinary_2014
1159,Salvia officinalis,Lamiaceae,sage,S Eur; Med,leaf,van_wyk_culinary_2014
1160,Salvia officinalis,Lamiaceae,common sage,S Eur; Med,leaf,van_wyk_culinary_2014
1161,Salvia officinalis,Lamiaceae,garden sage,S Eur; Med,leaf,van_wyk_culinary_2014
1162,Salvia sclarea,Lamiaceae,clary,Eur; C As,leaf,van_wyk_culinary_2014
1163,Salvia sclarea,Lamiaceae,clary sage,Eur; C As,leaf,van_wyk_culinary_2014
1164,Sambucus canadensis (=S. nigra subsp. canadensis),Caprifoliaceae,American elder,N Am,flower; fruit,van_wyk_culinary_2014
1165,Sambucus nigra,Caprifoliaceae,elderflowers,Eur; As; Med,flower; fruit,van_wyk_culinary_2014
1166,Sambucus nigra,Caprifoliaceae,elderberries,Eur; As; Med,flower; fruit,van_wyk_culinary_2014
1167,Sambucus nigra,Caprifoliaceae,black elder,Eur; As; Med,flower; fruit,van_wyk_culinary_2014
1168,Sambucus nigra,Caprifoliaceae,common elder,Eur; As; Med,flower; fruit,van_wyk_culinary_2014
1169,Sambucus nigra,Caprifoliaceae,European elder,Eur; As; Med,flower; fruit,van_wyk_culinary_2014
1170,Sanguisorba minor,Rosaceae,salad burnet,C & S Eur,fresh leaf,van_wyk_culinary_2014
1171,Sanguisorba minor,Rosaceae,burnet,C & S Eur,fresh leaf,van_wyk_culinary_2014
1172,Sanguisorba minor,Rosaceae,small burnet,C & S Eur,fresh leaf,van_wyk_culinary_2014
1173,Sanguisorba officinalis,Rosaceae,burnet,Eur; As,leaf,van_wyk_culinary_2014
1174,Sanguisorba officinalis,Rosaceae,garden burnet,Eur; As,leaf,van_wyk_culinary_2014
1175,Sanguisorba officinalis,Rosaceae,great burnet,Eur; As,leaf,van_wyk_culinary_2014
1176,Santalum album,Santalaceae,white sandalwood,Ind,wood,van_wyk_culinary_2014
1177,Santalum album,Santalaceae,East Indian sandalwood,Ind,wood,van_wyk_culinary_2014
1178,Santolina rosmarinifolia,Asteraceae,green santolina,S Eur,fresh herb,van_wyk_culinary_2014
1179,Saposhnikova divaricata,Apiaceae,fang-feng,NE As,fresh leaves,van_wyk_culinary_2014
1180,Sassafras albidum,Lauraceae,sassafras,N Am,leaf,van_wyk_culinary_2014
1181,Sassafras albidum,Lauraceae,filé powder,N Am,leaf,van_wyk_culinary_2014
1182,Satureja hortensis,Lamiaceae,savory,Med,leaf; herb,van_wyk_culinary_2014
1183,Satureja hortensis,Lamiaceae,summer savory,Med,leaf; herb,van_wyk_culinary_2014
1184,Satureja hortensis,Lamiaceae,garden savory,Med,leaf; herb,van_wyk_culinary_2014
1185,Satureja montana,Lamiaceae,winter savory,S Eur,leaf; herb,van_wyk_culinary_2014
1186,Satureja thymbra,Lamiaceae,thyme-leaved savory,SE Eur,leaf,van_wyk_culinary_2014
1187,Satureja thymbra,Lamiaceae,thymbra,SE Eur,leaf,van_wyk_culinary_2014
1188,Saussurea costus,Asteraceae,costus,E Himal,root,van_wyk_culinary_2014
1189,Schinus molle,Anacardiaceae,pink pepper,Peru,fruit,van_wyk_culinary_2014
1190,Schinus molle,Anacardiaceae,Peruvian pepper,Peru,fruit,van_wyk_culinary_2014
1191,Schinus terebinthifolius,Anacardiaceae,Brazilian pepper,Braz,fruit,van_wyk_culinary_2014
1192,Schinus terebinthifolius,Anacardiaceae,pink pepper,Braz,fruit,van_wyk_culinary_2014
1193,Schinus terebinthifolius,Anacardiaceae,red pepper,Braz,fruit,van_wyk_culinary_2014
1194,Schisandra chinensis,Schisandraceae,Chinese magnolia vine,China; Jap,fruit; bark,van_wyk_culinary_2014
1195,Schisandra chinensis,Schisandraceae,five-flavour fruit,China; Jap,fruit; bark,van_wyk_culinary_2014
1196,Scyphocephalium mannii,Myristicaceae,West African nutmeg,W Afr,fruit; seed,van_wyk_culinary_2014
1197,Scyphocephalium ochocoa,Myristicaceae,ochoco nutmeg,W Afr,seed,van_wyk_culinary_2014
1198,Sesamum indicum,Pedaliaceae,sesame,Afr; Ind,seed,van_wyk_culinary_2014
1199,Sesamum indicum,Pedaliaceae,sesam,Afr; Ind,seed,van_wyk_culinary_2014
1200,Sinapis alba,Brassicaceae,white mustard,Med,seed,van_wyk_culinary_2014
1201,Sinapis alba,Brassicaceae,yellow mustard,Med,seed,van_wyk_culinary_2014
1202,Sinapis alba,Brassicaceae,mustard,Med,seed,van_wyk_culinary_2014
1203,Sinapis arvensis,Brassicaceae,charlock,Eur; Med,seed,van_wyk_culinary_2014
1204,Sinapis arvensis,Brassicaceae,field mustard,Eur; Med,seed,van_wyk_culinary_2014
1205,Sinapis arvensis,Brassicaceae,California rape,Eur; Med,seed,van_wyk_culinary_2014
1206,Sinapis arvensis,Brassicaceae,wild mustard,Eur; Med,seed,van_wyk_culinary_2014
1207,Siphonochilus aethiopicus,Zingiberaceae,African ginger,Trop Afr,rhizome; root,van_wyk_culinary_2014
1208,Sison amonum,Apiaceae,hedge sison,Eur; Med,fruit (seed),van_wyk_culinary_2014
1209,Sison amonum,Apiaceae,honewort,Eur; Med,fruit (seed),van_wyk_culinary_2014
1210,Sison amonum,Apiaceae,stone parsley,Eur; Med,fruit (seed),van_wyk_culinary_2014
1211,Sium bracteatum,Apiaceae,jellico,St Helena,petiole,van_wyk_culinary_2014
1212,Sium sisarum,Apiaceae,skirret,E As,leaf,van_wyk_culinary_2014
1213,Sium sisarum,Apiaceae,crummock,E As,leaf,van_wyk_culinary_2014
1214,Smilax aristolochiifolia,Smilacaceae,Mexican sarsaparilla,S & N Am,rhizome; root; bark,van_wyk_culinary_2014
1215,Smilax aristolochiifolia,Smilacaceae,Veracruz sarsaparilla,S & N Am,rhizome; root; bark,van_wyk_culinary_2014
1216,Smyrnium olusatrum,Apiaceae,alexanders,E Med,leaf; fruit,van_wyk_culinary_2014
1217,Smyrnium olusatrum,Apiaceae,black lovage,E Med,leaf; fruit,van_wyk_culinary_2014
1218,Solanum aethiopicum,Solanaceae,scarlet egg plant,Trop Afr,leaf; fruit,van_wyk_culinary_2014
1219,Solanum aethiopicum,Solanaceae,bitter berry,Trop Afr,leaf; fruit,van_wyk_culinary_2014
1220,Solanum macrocarpon,Solanaceae,African eggplant,W Afr,fresh herb,van_wyk_culinary_2014
1221,Solanum macrocarpon,Solanaceae,gboma egg plant,W Afr,fresh herb,van_wyk_culinary_2014
1222,Sonneratia caseolaris,Lythraceae,red-flowered Pornupan mangrove,Indomal,young fruit,van_wyk_culinary_2014
1223,Sorbus aucuparia,Rosaceae,rowan,Eur; SW Asia,fruit,van_wyk_culinary_2014
1224,Spilanthes acmella,Asteraceae,spilanthes,Braz,leaf; flower head,van_wyk_culinary_2014
1225,Spilanthes acmella,Asteraceae,pará cress,Braz,leaf; flower head,van_wyk_culinary_2014
1226,Spondias dulcis,Anacardiaceae,ambarella,Pac,fruit,van_wyk_culinary_2014
1227,Spondias dulcis,Anacardiaceae,Otaheite apple,Pac,fruit,van_wyk_culinary_2014
1228,Spondias mombin,Anacardiaceae,caja fruit,Trop Am,fruit,van_wyk_culinary_2014
1229,Spondias mombin,Anacardiaceae,yellow mombin,Trop Am,fruit,van_wyk_culinary_2014
1230,Spondias mombin,Anacardiaceae,jobo,Trop Am,fruit,van_wyk_culinary_2014
1231,Stevia rebaudiana,Asteraceae,stevia,S Am,leaf,van_wyk_culinary_2014
1232,Stevia rebaudiana,Asteraceae,sugar-leaf,S Am,leaf,van_wyk_culinary_2014
1233,Swertia chirata,Gentianaceae,chirata,C As,herb,van_wyk_culinary_2014
1234,Swertia chirata,Gentianaceae,chireta,C As,herb,van_wyk_culinary_2014
1235,Syzygium aromaticum,Myrtaceae,clove,Moluccas,flower buds,van_wyk_culinary_2014
1236,Syzygium aromaticum,Myrtaceae,cloves,Moluccas,flower buds,van_wyk_culinary_2014
1237,Syzygium polyanthum,Myrtaceae,salam,Indomal,leaf,van_wyk_culinary_2014
1238,Syzygium polyanthum,Myrtaceae,Indonesian bay-leaf,Indomal,leaf,van_wyk_culinary_2014
1239,Tagetes erecta (=T. patula),Asteraceae,African marigold,Mex; C Am,flower,van_wyk_culinary_2014
1240,Tagetes erecta (=T. patula),Asteraceae,French marigold,Mex; C Am,flower,van_wyk_culinary_2014
1241,Tagetes filifolia,Asteraceae,Irish lace marigold,Trop Am,leaf,van_wyk_culinary_2014
1242,Tagetes lemmonii,Asteraceae,Mexican marigold,N Am,petals,van_wyk_culinary_2014
1243,Tagetes lucida,Asteraceae,Mexican marigold mint,Mex; Guatemala,herb,van_wyk_culinary_2014
1244,Tagetes lucida,Asteraceae,Mexican tarragon,Mex; Guatemala,herb,van_wyk_culinary_2014
1245,Tagetes maxima,Asteraceae,great marigold,Trop Am,herb; flower,van_wyk_culinary_2014
1246,Tagetes minuta,Asteraceae,huacataya,S Am,flower; herb,van_wyk_culinary_2014
1247,Tagetes minuta,Asteraceae,tagette,S Am,flower; herb,van_wyk_culinary_2014
1248,Tagetes minuta,Asteraceae,stinking roger,S Am,flower; herb,van_wyk_culinary_2014
1249,Tagetes minuta,Asteraceae,wild marigold,S Am,flower; herb,van_wyk_culinary_2014
1250,Tagetes minuta,Asteraceae,Mexican marigold,S Am,flower; herb,van_wyk_culinary_2014
1251,Tagetes tenuifolia,Asteraceae,American saffron,Trop & warm Am,flower; leaf,van_wyk_culinary_2014
1252,Tagetes tenuifolia,Asteraceae,signet marygold,Trop & warm Am,flower; leaf,van_wyk_culinary_2014
1253,Tagetes tenuifolia,Asteraceae,slender leaf marigold,Trop & warm Am,flower; leaf,van_wyk_culinary_2014
1254,Tagetes tenuifolia,Asteraceae,striped Mexican marigold,Trop & warm Am,flower; leaf,van_wyk_culinary_2014
